epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,98.934,4.27771,4.02855,3.08539,0.02833,0.0888,0.0274,0.00867,3.1253,2.44542,1.76601,0.00997531,0.0033251,0.00997531,0.0033251,0.00997531,0.0033251,0.00997531,0.0033251
2,189.957,2.80092,2.35502,1.54616,0.20695,0.13296,0.08033,0.03548,2.33901,1.84824,1.27637,0.0197776,0.00659252,0.0197776,0.00659252,0.0197776,0.00659252,0.0197776,0.00659252
3,272.947,2.38084,1.97241,1.27249,0.12184,0.16218,0.10217,0.0456,2.23418,1.75802,1.16878,0.0293818,0.00979393,0.0293818,0.00979393,0.0293818,0.00979393,0.0293818,0.00979393
4,353.886,2.14696,1.75726,1.1737,0.21864,0.18529,0.14114,0.07114,1.93119,1.54343,1.08789,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,434.607,2.0001,1.59543,1.11952,0.24641,0.21998,0.1775,0.08862,1.81182,1.35357,1.05685,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,514.44,1.91011,1.4925,1.08615,0.3044,0.22741,0.20333,0.1072,1.73523,1.30803,1.03241,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,598.481,1.8547,1.42843,1.06225,0.3035,0.23164,0.2083,0.10908,1.7298,1.28335,1.02492,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,679.359,1.79619,1.37482,1.04605,0.32051,0.25064,0.2271,0.12207,1.68264,1.23722,1.00953,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,865.214,1.76748,1.33735,1.03443,0.32584,0.27238,0.24534,0.13048,1.62355,1.19928,0.99518,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,946.086,1.72591,1.29346,1.02201,0.34839,0.26638,0.2517,0.13625,1.61052,1.19145,0.99007,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,1026.94,1.7017,1.25829,1.00887,0.36117,0.27287,0.2523,0.13659,1.59455,1.17569,0.98128,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,1107.88,1.6814,1.24,1.00092,0.36175,0.28576,0.26344,0.14356,1.57363,1.14827,0.9801,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,1188.44,1.66379,1.22459,0.99787,0.36749,0.28945,0.26922,0.1477,1.58032,1.15737,0.97286,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,1269.54,1.64732,1.20915,0.98788,0.37609,0.29035,0.27775,0.15453,1.57717,1.14679,0.97018,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,1350.32,1.65385,1.21203,0.98497,0.39548,0.28745,0.28011,0.15494,1.56427,1.15119,0.95949,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,1430.72,1.64778,1.20054,0.97664,0.38371,0.30308,0.29161,0.16204,1.55336,1.13506,0.9565,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,1510.16,1.62237,1.18344,0.97255,0.38942,0.30454,0.2942,0.16488,1.53177,1.11552,0.95211,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,1589.94,1.62385,1.18137,0.96808,0.40835,0.30779,0.29826,0.16657,1.53346,1.11295,0.94697,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,1669.69,1.60708,1.16559,0.96306,0.41058,0.31366,0.3024,0.16934,1.52911,1.10313,0.94476,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,1749.94,1.59926,1.15979,0.96066,0.42402,0.31592,0.31185,0.17528,1.51307,1.09369,0.94297,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,1830.13,1.59171,1.14901,0.95846,0.41302,0.3154,0.30631,0.17345,1.50759,1.08665,0.94103,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,1910.45,1.57687,1.13205,0.95246,0.42114,0.31386,0.30926,0.17405,1.4943,1.08209,0.93515,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,1990.65,1.57282,1.1261,0.95138,0.42196,0.32037,0.31954,0.18149,1.48414,1.07173,0.93411,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,2070.79,1.56183,1.11811,0.94825,0.41592,0.32234,0.31555,0.17754,1.49679,1.06631,0.93492,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,2151.44,1.5608,1.10869,0.94488,0.43733,0.32333,0.32264,0.18381,1.47561,1.06272,0.93038,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,2231.12,1.54736,1.09747,0.94248,0.42934,0.3299,0.32369,0.18241,1.47149,1.05911,0.93105,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,2310.86,1.54241,1.09364,0.94059,0.44196,0.33109,0.33523,0.19047,1.46575,1.04783,0.92862,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,2390.72,1.53523,1.0843,0.93844,0.43361,0.33012,0.32927,0.18752,1.46732,1.04777,0.92804,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,2470.83,1.53144,1.07706,0.93532,0.45228,0.32716,0.33573,0.18969,1.4628,1.04128,0.92688,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,2551.16,1.53001,1.07256,0.93405,0.45098,0.33089,0.33825,0.19291,1.45555,1.03783,0.92487,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,2631.23,1.5275,1.07054,0.9323,0.42959,0.33491,0.33264,0.19111,1.4504,1.03995,0.92412,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,2711.33,1.51425,1.05792,0.93207,0.43701,0.33571,0.33723,0.19151,1.44995,1.0334,0.9224,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,2790.96,1.51336,1.05675,0.9314,0.42439,0.34582,0.33671,0.19177,1.44127,1.02515,0.91984,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,2886.2,1.49827,1.04398,0.92908,0.44868,0.33848,0.34369,0.1957,1.44034,1.01852,0.9214,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,2966.54,1.49683,1.04379,0.9282,0.45627,0.33819,0.34361,0.19654,1.43629,1.01507,0.92015,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,3046.89,1.50234,1.03939,0.92412,0.4446,0.34544,0.34752,0.19925,1.43597,1.01768,0.91817,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,3127.34,1.49068,1.03076,0.92362,0.46005,0.34074,0.3464,0.1982,1.43632,1.01454,0.91923,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,3207.81,1.49425,1.03435,0.92543,0.44454,0.33793,0.34087,0.19563,1.4362,1.01373,0.91855,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,3287.92,1.48799,1.02497,0.92275,0.43861,0.3527,0.35038,0.19979,1.42849,1.00734,0.91643,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,3368.73,1.47556,1.01139,0.91946,0.44923,0.34615,0.3513,0.20139,1.4303,1.0081,0.91635,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,3449.31,1.46914,1.00837,0.92084,0.45104,0.34483,0.3503,0.20027,1.42627,1.00411,0.91535,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,3529.65,1.47609,1.01454,0.91961,0.45402,0.34554,0.3531,0.20139,1.42386,0.99926,0.91444,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,3610.62,1.46694,1.00292,0.91755,0.4592,0.35419,0.35877,0.20564,1.42381,0.99936,0.91496,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,3692.23,1.46856,1.00077,0.91628,0.46327,0.34653,0.3572,0.20553,1.41787,0.99403,0.91352,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,3772.98,1.46578,1.00095,0.91563,0.46191,0.34945,0.3552,0.204,1.41574,0.99898,0.91415,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,3853.95,1.45728,0.9954,0.91637,0.46417,0.35395,0.35843,0.20643,1.41306,0.99214,0.91207,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,3934.46,1.45124,0.9886,0.91307,0.46393,0.35423,0.35847,0.20603,1.41438,0.99022,0.91148,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,4015.44,1.45356,0.98723,0.91051,0.45443,0.358,0.36061,0.20623,1.41119,0.99112,0.91087,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,4095.79,1.44114,0.97845,0.91386,0.46039,0.36111,0.36469,0.20949,1.40662,0.98461,0.91035,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,4176.91,1.4433,0.97621,0.91221,0.4634,0.35769,0.36603,0.20994,1.4071,0.98509,0.91052,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,4258.16,1.44962,0.97954,0.91067,0.46627,0.35934,0.3684,0.21225,1.40283,0.98114,0.90931,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,4338.66,1.43819,0.97351,0.90888,0.46109,0.35829,0.36489,0.21074,1.40092,0.9806,0.90708,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,4418.61,1.43606,0.96732,0.90809,0.46816,0.35609,0.36569,0.20989,1.40281,0.98025,0.9074,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,4498.76,1.4311,0.96435,0.91007,0.45191,0.36423,0.36448,0.21104,1.39553,0.9771,0.90653,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,4578.62,1.429,0.9587,0.90739,0.46707,0.35666,0.36445,0.21154,1.39524,0.97572,0.90675,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,4658.33,1.43122,0.96159,0.90675,0.47016,0.35811,0.36823,0.21271,1.39358,0.97553,0.90732,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,4738.54,1.42582,0.95166,0.90583,0.46275,0.36073,0.3674,0.21195,1.39479,0.97495,0.90666,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,4818.64,1.4177,0.94838,0.90524,0.47264,0.36084,0.3687,0.21361,1.39087,0.97019,0.90615,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,4898.46,1.41522,0.94719,0.90516,0.46338,0.36583,0.36769,0.21222,1.39323,0.97395,0.90636,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,4977.99,1.4199,0.94756,0.90423,0.46505,0.36636,0.3683,0.2115,1.39084,0.96973,0.90561,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,5057.89,1.42402,0.94689,0.90277,0.46693,0.36997,0.37072,0.21463,1.38981,0.97061,0.90493,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,5138.4,1.41302,0.93902,0.89978,0.46736,0.36249,0.36915,0.21375,1.38728,0.97028,0.90504,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,5218.55,1.4143,0.93639,0.89984,0.45974,0.36503,0.37025,0.21495,1.38938,0.97115,0.9052,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,5298.5,1.41328,0.93458,0.90203,0.47846,0.36027,0.37114,0.21515,1.38699,0.96781,0.90447,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,5378.95,1.41189,0.93312,0.90205,0.47415,0.36103,0.37292,0.21666,1.38456,0.96654,0.90404,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,5459.85,1.39908,0.92319,0.89985,0.47229,0.36463,0.37205,0.21672,1.38648,0.96646,0.90449,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,5539.55,1.4054,0.92919,0.90062,0.47087,0.36337,0.37143,0.21659,1.38459,0.96725,0.90363,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,5619.78,1.39632,0.91783,0.89719,0.46828,0.36723,0.37384,0.21652,1.38194,0.96321,0.90286,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,5699.42,1.39376,0.91747,0.89949,0.47892,0.36423,0.37564,0.21794,1.3839,0.96288,0.90344,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,5779.73,1.39046,0.91358,0.89659,0.47731,0.365,0.37483,0.21717,1.37984,0.96267,0.90201,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,5860.12,1.39311,0.91558,0.8969,0.47861,0.36198,0.37595,0.21775,1.38067,0.96447,0.90166,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,5940.49,1.38653,0.91163,0.89538,0.48586,0.36241,0.37608,0.2189,1.38087,0.9619,0.90151,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,6021.64,1.38138,0.90597,0.89545,0.48576,0.36244,0.37749,0.21883,1.38036,0.96335,0.90147,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
